[header]
width=100
height=100
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=PLT/tileset.png,16,16,0,0

[layer]
type=Mer
data=
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,0,0,0,0,93,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,92,92,92,92,92,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,47,47,47,47,47,47,47,47,4,44,44,44,5,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,0,0,0,0,102,102,102,0,0,167,167,167,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,47,47,47,47,47,47,47,47,24,6,7,8,22,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,0,0,0,0,102,18,102,0,0,167,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,53,54,55,56,47,47,47,47,24,27,28,29,22,47,53,54,55,56,47,47,47,53,54,55,56,47,47,47,47,24,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
92,0,0,0,0,102,102,102,0,0,167,167,167,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,74,75,76,77,47,47,47,47,24,27,28,29,22,47,74,75,76,77,47,47,47,74,75,76,77,47,47,47,47,24,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
92,0,0,0,0,0,0,0,0,0,0,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,95,96,97,98,47,47,47,47,24,27,28,29,22,47,95,96,97,98,47,47,47,95,96,97,98,47,47,47,47,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,0,0,0,0,167,167,167,0,167,167,167,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,116,117,118,119,47,47,47,47,24,27,28,29,22,47,116,117,118,119,47,47,47,116,117,118,119,47,47,47,47,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,0,0,167,167,167,167,167,167,167,167,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,137,138,139,140,47,47,47,47,24,27,28,29,22,47,137,138,139,140,47,47,47,137,138,139,140,47,47,47,47,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,0,0,167,167,167,167,167,0,167,167,167,167,167,134,135,135,135,135,135,135,136,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,85,110,150,22,47,47,47,47,47,158,159,160,161,47,47,47,47,24,27,28,29,22,47,158,159,160,161,47,47,47,158,159,160,161,47,47,47,47,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
